seg_code,version_id,description,interpretation,function_area,generate,last_field_repeatable,visible,section,anchor,owl_gen
ABS,91,Abstract,Abstraktes Segment,,FALSE,FALSE,TRUE,6.5.12,ch06.html#Heading429,FALSE
ABS,92,Abstract,Abstraktes Segment,,FALSE,FALSE,TRUE,6.5.12,ch06.html#Heading429,FALSE
ACC,1,ACCIDENT,Unfallinformationen,BLN,FALSE,FALSE,TRUE,,,FALSE
ACC,2,ACCIDENT,Unfallinformationen,BLN,FALSE,FALSE,TRUE,6.4.8,hl7chp6.html#Heading192,FALSE
ACC,3,Accident,Unfallinformationen,,FALSE,FALSE,TRUE,6.4.9,ch6.htm#Heading290,FALSE
ACC,4,ACC - accident segment,Unfallinformationen,,FALSE,FALSE,TRUE,6.4.9,ch6.html#Heading301,FALSE
ACC,5,Accident,Unfallinformationen,,FALSE,FALSE,TRUE,6.5.9,ch06.htm#Heading305,FALSE
ACC,6,Accident,Unfallinformationen,,FALSE,FALSE,TRUE,6.5.9,ch06.html#Heading322,FALSE
ACC,7,Accident,Unfallinformationen,,FALSE,FALSE,TRUE,6.5.9,ch06.html#Heading351,FALSE
ACC,8,Accident,Unfallinformationen,,FALSE,FALSE,TRUE,6.5.9,ch06.html#Heading359,FALSE
ACC,9,Accident,Unfallinformationen,,FALSE,FALSE,TRUE,6.5.9,ch06.html#Heading370,FALSE
ACC,32,Accident,Unfallinformationen,,FALSE,FALSE,TRUE,,,FALSE
ACC,61,Accident,Unfallinformationen,,FALSE,FALSE,TRUE,6.5.9,ch06.html#Heading322,FALSE
ACC,81,Accident,Unfallinformationen,,FALSE,FALSE,TRUE,6.5.9,ch06.html#Heading359,FALSE
ACC,91,Accident,Unfallinformationen,,FALSE,FALSE,TRUE,6.5.9,ch06.html#Heading370,FALSE
ACC,92,Accident,Unfallinformationen,,FALSE,FALSE,TRUE,6.5.9,ch06.html#Heading370,FALSE
ADD,1,ADDENDUM,Informationen über zugehörige Fortsetzungsnachrich,CNT,FALSE,TRUE,TRUE,2.5.1,kap2.html#Heading53,FALSE
ADD,2,ADDENDUM,Informationen über zugehörige Fortsetzungsnachrich,CNT,FALSE,TRUE,TRUE,2.10.10,hl7chp2.html#Heading158,FALSE
ADD,3,Addendum segment,Informationen über zugehörige Fortsetzungsnachrich,,FALSE,TRUE,TRUE,2.24.10,ch2.htm#Heading389,FALSE
ADD,4,ADD - addendum segment,Informationen über zugehörige Fortsetzungsnachrich,,FALSE,TRUE,TRUE,2.24.10,ch2.html#Heading478,FALSE
ADD,5,Addendum,Informationen über zugehörige Fortsetzungsnachrich,,FALSE,TRUE,TRUE,2.16.1,ch02.htm#Heading388,FALSE
ADD,6,Addendum,Informationen über zugehörige Fortsetzungsnachrich,,FALSE,TRUE,TRUE,2.15.1,ch02.html#Heading145,FALSE
ADD,7,Addendum,Informationen über zugehörige Fortsetzungsnachrich,,FALSE,TRUE,TRUE,2.14.1,ch02.html#Heading94,FALSE
ADD,8,Addendum,Informationen über zugehörige Fortsetzungsnachrich,,FALSE,TRUE,TRUE,2.14.1,ch02.html#Heading95,FALSE
ADD,9,Addendum,Informationen über zugehörige Fortsetzungsnachrich,,FALSE,TRUE,TRUE,2.14.1,ch02.html#Heading103,FALSE
ADD,61,Addendum,Informationen über zugehörige Fortsetzungsnachrich,,FALSE,TRUE,TRUE,2.15.1,ch02.html#Heading145,FALSE
ADD,81,Addendum,Informationen über zugehörige Fortsetzungsnachrich,,FALSE,TRUE,TRUE,2.14.1,ch02.html#Heading95,FALSE
ADD,91,Addendum,Informationen über zugehörige Fortsetzungsnachrich,,FALSE,TRUE,TRUE,2.14.1,ch02.html#Heading103,FALSE
ADD,92,Addendum,Informationen über zugehörige Fortsetzungsnachrich,,FALSE,TRUE,TRUE,2.14.1,ch02.html#Heading103,FALSE
ADJ,7,Adjustment,Korrektur,,FALSE,FALSE,TRUE,16.4.7,ch16.html#Heading135,FALSE
ADJ,8,Adjustment,Korrektur,,FALSE,FALSE,TRUE,16.4.7,ch16.html#Heading129,FALSE
ADJ,9,Adjustment,Korrektur,,FALSE,FALSE,TRUE,16.4.7,ch16.html#Heading135,FALSE
ADJ,81,Adjustment,Korrektur,,FALSE,FALSE,TRUE,16.4.7,ch16.html#Heading129,FALSE
ADJ,91,Adjustment,Korrektur,,FALSE,FALSE,TRUE,16.4.7,ch16.html#Heading135,FALSE
ADJ,92,Adjustment,Korrektur,,FALSE,FALSE,TRUE,16.4.7,ch16.html#Heading135,FALSE
AFF,5,Professional Affiliation,Zugehörigkeit zu Berufsverbänden,,FALSE,FALSE,TRUE,15.4.1,ch15.htm#Heading14,FALSE
AFF,6,Professional Affiliation,Zugehörigkeit zu Berufsverbänden,,FALSE,FALSE,TRUE,15.4.1,ch15.html#Heading16,FALSE
AFF,7,Professional Affiliation,Zugehörigkeit zu Berufsverbänden,,FALSE,FALSE,TRUE,15.4.1,ch15.html#Heading16,FALSE
AFF,8,Professional Affiliation,Zugehörigkeit zu Berufsverbänden,,FALSE,FALSE,TRUE,15.4.1,ch15.html#Heading16,FALSE
AFF,9,Professional Affiliation,Zugehörigkeit zu Berufsverbänden,,FALSE,FALSE,TRUE,15.4.1,ch15.html#Heading16,FALSE
AFF,61,Professional Affiliation,Zugehörigkeit zu Berufsverbänden,,FALSE,FALSE,TRUE,15.4.1,ch15.html#Heading16,FALSE
AFF,81,Professional Affiliation,Zugehörigkeit zu Berufsverbänden,,FALSE,FALSE,TRUE,15.4.1,ch15.html#Heading16,FALSE
AFF,91,Professional Affiliation,Zugehörigkeit zu Berufsverbänden,,FALSE,FALSE,TRUE,15.4.1,ch15.html#Heading16,FALSE
AFF,92,Professional Affiliation,Zugehörigkeit zu Berufsverbänden,,FALSE,FALSE,TRUE,15.4.1,ch15.html#Heading16,FALSE
AIG,3,Appointment Information - General Resource,Terminvereinbarungen - allgemeine Ressourcen,,FALSE,FALSE,TRUE,10.5.5,ch10.htm#Heading134,FALSE
AIG,4,AIG - appointment information - general resource segment,Terminvereinbarungen - allgemeine Ressourcen,,FALSE,FALSE,TRUE,10.5.5,ch10.html#Heading143,FALSE
AIG,5,Appointment Information - General Resource,Terminvereinbarungen - allgemeine Ressourcen,,FALSE,FALSE,TRUE,10.6.5,ch10.htm#Heading150,FALSE
AIG,6,Appointment Information - General Resource,Terminvereinbarungen - allgemeine Ressourcen,,FALSE,FALSE,TRUE,10.6.5,ch10.html#Heading150,FALSE
AIG,7,Appointment Information - General Resource,Terminvereinbarungen - allgemeine Ressourcen,,FALSE,FALSE,TRUE,10.6.5,ch10.html#Heading150,FALSE
AIG,8,Appointment Information - General Resource,Terminvereinbarungen - allgemeine Ressourcen,,FALSE,FALSE,TRUE,10.6.5,ch10.html#Heading142,FALSE
AIG,9,Appointment Information - General Resource,Terminvereinbarungen - allgemeine Ressourcen,,FALSE,FALSE,TRUE,10.6.5,ch10.html#Heading151,FALSE
AIG,61,Appointment Information - General Resource,Terminvereinbarungen - allgemeine Ressourcen,,FALSE,FALSE,TRUE,10.6.5,ch10.html#Heading150,FALSE
AIG,81,Appointment Information - General Resource,Terminvereinbarungen - allgemeine Ressourcen,,FALSE,FALSE,TRUE,10.6.5,ch10.html#Heading142,FALSE
AIG,91,Appointment Information - General Resource,Terminvereinbarungen - allgemeine Ressourcen,,FALSE,FALSE,TRUE,10.6.5,ch10.html#Heading151,FALSE
AIG,92,Appointment Information - General Resource,Terminvereinbarungen - allgemeine Ressourcen,,FALSE,FALSE,TRUE,10.6.5,ch10.html#Heading151,FALSE
AIL,3,Appointment Information - Location Resource,Terminvereinbarungen - räumliche Ressourcen,,FALSE,FALSE,TRUE,10.5.6,ch10.htm#Heading149,FALSE
AIL,4,AIL - appointment information - location resource segment,Terminvereinbarungen - räumliche Ressourcen,,FALSE,FALSE,TRUE,10.5.6,ch10.html#Heading159,FALSE
AIL,5,Appointment Information - Location Resource,Terminvereinbarungen - räumliche Ressourcen,,FALSE,FALSE,TRUE,10.6.6,ch10.htm#Heading166,FALSE
AIL,6,Appointment Information - Location Resource,Terminvereinbarungen - räumliche Ressourcen,,FALSE,FALSE,TRUE,10.6.6,ch10.html#Heading166,FALSE
AIL,7,Appointment Information - Location Resource,Terminvereinbarungen - räumliche Ressourcen,,FALSE,FALSE,TRUE,10.6.6,ch10.html#Heading166,FALSE
AIL,8,Appointment Information - Location Resource,Terminvereinbarungen - räumliche Ressourcen,,FALSE,FALSE,TRUE,10.6.6,ch10.html#Heading157,FALSE
AIL,9,Appointment Information - Location Resource,Terminvereinbarungen - räumliche Ressourcen,,FALSE,FALSE,TRUE,10.6.6,ch10.html#Heading167,FALSE
AIL,61,Appointment Information - Location Resource,Terminvereinbarungen - räumliche Ressourcen,,FALSE,FALSE,TRUE,10.6.6,ch10.html#Heading166,FALSE
AIL,81,Appointment Information - Location Resource,Terminvereinbarungen - räumliche Ressourcen,,FALSE,FALSE,TRUE,10.6.6,ch10.html#Heading157,FALSE
AIL,91,Appointment Information - Location Resource,Terminvereinbarungen - räumliche Ressourcen,,FALSE,FALSE,TRUE,10.6.6,ch10.html#Heading167,FALSE
AIL,92,Appointment Information - Location Resource,Terminvereinbarungen - räumliche Ressourcen,,FALSE,FALSE,TRUE,10.6.6,ch10.html#Heading167,FALSE
AIP,3,Appointment Information - Personnel Resource,Terminbereinbarungen - Personalressourcen,,FALSE,FALSE,TRUE,10.5.7,ch10.htm#Heading162,FALSE
AIP,4,AIP - appointment information - personnel resource segment,Terminbereinbarungen - Personalressourcen,,FALSE,FALSE,TRUE,10.5.7,ch10.html#Heading173,FALSE
AIP,5,Appointment Information - Personnel Resource,Terminbereinbarungen - Personalressourcen,,FALSE,FALSE,TRUE,10.6.7,ch10.htm#Heading180,FALSE
AIP,6,Appointment Information - Personnel Resource,Terminbereinbarungen - Personalressourcen,,FALSE,FALSE,TRUE,10.6.7,ch10.html#Heading180,FALSE
AIP,7,Appointment Information - Personnel Resource,Terminbereinbarungen - Personalressourcen,,FALSE,FALSE,TRUE,10.6.7,ch10.html#Heading180,FALSE
AIP,8,Appointment Information - Personnel Resource,Terminbereinbarungen - Personalressourcen,,FALSE,FALSE,TRUE,10.6.7,ch10.html#Heading170,FALSE
AIP,9,Appointment Information - Personnel Resource,Terminbereinbarungen - Personalressourcen,,FALSE,FALSE,TRUE,10.6.7,ch10.html#Heading181,FALSE
AIP,61,Appointment Information - Personnel Resource,Terminbereinbarungen - Personalressourcen,,FALSE,FALSE,TRUE,10.6.7,ch10.html#Heading180,FALSE
AIP,81,Appointment Information - Personnel Resource,Terminbereinbarungen - Personalressourcen,,FALSE,FALSE,TRUE,10.6.7,ch10.html#Heading170,FALSE
AIP,91,Appointment Information - Personnel Resource,Terminbereinbarungen - Personalressourcen,,FALSE,FALSE,TRUE,10.6.7,ch10.html#Heading181,FALSE
AIP,92,Appointment Information - Personnel Resource,Terminbereinbarungen - Personalressourcen,,FALSE,FALSE,TRUE,10.6.7,ch10.html#Heading181,FALSE
AIS,3,Appointment Information - Service,Terminvereinbarungen - Service Informationen,,FALSE,FALSE,TRUE,10.5.4,ch10.htm#Heading123,FALSE
AIS,4,AIS - appointment information - service segment,Terminvereinbarungen - Service Informationen,,FALSE,FALSE,TRUE,10.5.4,ch10.html#Heading131,FALSE
AIS,5,Appointment Information - Service,Terminvereinbarungen - Service Informationen,,FALSE,FALSE,TRUE,10.6.4,ch10.htm#Heading136,FALSE
AIS,6,Appointment Information,Terminvereinbarungen - Service Informationen,,FALSE,FALSE,TRUE,10.6.4,ch10.html#Heading136,FALSE
AIS,7,Appointment Information,Terminvereinbarungen - Service Informationen,,FALSE,FALSE,TRUE,10.6.4,ch10.html#Heading136,FALSE
AIS,8,Appointment Information,Terminvereinbarungen - Service Informationen,,FALSE,FALSE,TRUE,10.6.4,ch10.html#Heading129,FALSE
AIS,9,Appointment Information,Terminvereinbarungen - Service Informationen,,FALSE,FALSE,TRUE,10.6.4,ch10.html#Heading137,FALSE
AIS,61,Appointment Information,Terminvereinbarungen - Service Informationen,,FALSE,FALSE,TRUE,10.6.4,ch10.html#Heading136,FALSE
AIS,81,Appointment Information,Terminvereinbarungen - Service Informationen,,FALSE,FALSE,TRUE,10.6.4,ch10.html#Heading129,FALSE
AIS,91,Appointment Information,Terminvereinbarungen - Service Informationen,,FALSE,FALSE,TRUE,10.6.4,ch10.html#Heading137,FALSE
AIS,92,Appointment Information,Terminvereinbarungen - Service Informationen,,FALSE,FALSE,TRUE,10.6.4,ch10.html#Heading137,FALSE
AL1,2,PATIENT ALLERGY INFORMATION,Allergieinformationen zum Patienten,,FALSE,FALSE,TRUE,3.3.6,hl7chp3.html#Heading154,FALSE
AL1,3,Patient allergy information,Allergieinformationen zum Patienten,,FALSE,FALSE,TRUE,3.3.6,ch3.htm#Heading226,FALSE
AL1,4,AL1 - patient allergy information segment,Allergieinformationen zum Patienten,,FALSE,FALSE,TRUE,3.3.6,ch3.html#Heading232,FALSE
AL1,5,Patient allergy information,Allergieinformationen zum Patienten,,FALSE,FALSE,TRUE,3.4.6,ch03.htm#Heading261,FALSE
AL1,6,Patient Allergy Information,Allergieinformationen zum Patienten,,FALSE,FALSE,TRUE,3.4.6,ch03.html#Heading266,FALSE
AL1,7,Patient Allergy Information,Allergieinformationen zum Patienten,,FALSE,FALSE,TRUE,3.4.6,ch03.html#Heading267,FALSE
AL1,8,Patient Allergy Information,Allergieinformationen zum Patienten,,FALSE,FALSE,TRUE,3.4.6,ch03.html#Heading266,FALSE
AL1,9,Patient Allergy Information,Allergieinformationen zum Patienten,,FALSE,FALSE,TRUE,3.4.6,ch03.html#Heading271,FALSE
AL1,32,Patient Allergy Information,Allergieinformationen zum Patienten,,FALSE,FALSE,TRUE,,,FALSE
AL1,61,Patient Allergy Information,Allergieinformationen zum Patienten,,FALSE,FALSE,TRUE,3.4.6,ch03.html#Heading266,FALSE
AL1,81,Patient Allergy Information,Allergieinformationen zum Patienten,,FALSE,FALSE,TRUE,3.4.6,ch03.html#Heading266,FALSE
AL1,91,Patient Allergy Information,Allergieinformationen zum Patienten,,FALSE,FALSE,TRUE,3.4.6,ch03.html#Heading271,FALSE
AL1,92,Patient Allergy Information,Allergieinformationen zum Patienten,,FALSE,FALSE,TRUE,3.4.6,ch03.html#Heading271,FALSE
APR,3,Appointment Preferences,Terminvorschlag - bervorzugte Auswahlkriteriien,,FALSE,FALSE,TRUE,10.5.8,ch10.htm#Heading175,FALSE
APR,4,APR - appointment preferences segment,Terminvorschlag - bervorzugte Auswahlkriteriien,,FALSE,FALSE,TRUE,10.5.8,ch10.html#Heading187,FALSE
APR,5,Appointment Preferences,Terminvorschlag - bervorzugte Auswahlkriteriien,,FALSE,FALSE,TRUE,10.6.8,ch10.htm#Heading194,FALSE
APR,6,Appointment Preferences,Terminvorschlag - bervorzugte Auswahlkriteriien,,FALSE,FALSE,TRUE,10.6.8,ch10.html#Heading194,FALSE
APR,7,Appointment Preferences,Terminvorschlag - bervorzugte Auswahlkriteriien,,FALSE,FALSE,TRUE,10.6.8,ch10.html#Heading194,FALSE
APR,8,Appointment Preferences,Terminvorschlag - bervorzugte Auswahlkriteriien,,FALSE,FALSE,TRUE,10.6.8,ch10.html#Heading183,FALSE
APR,9,Appointment Preferences,Terminvorschlag - bervorzugte Auswahlkriteriien,,FALSE,FALSE,TRUE,10.6.8,ch10.html#Heading195,FALSE
APR,61,Appointment Preferences,Terminvorschlag - bervorzugte Auswahlkriteriien,,FALSE,FALSE,TRUE,10.6.8,ch10.html#Heading194,FALSE
APR,81,Appointment Preferences,Terminvorschlag - bervorzugte Auswahlkriteriien,,FALSE,FALSE,TRUE,10.6.8,ch10.html#Heading183,FALSE
APR,91,Appointment Preferences,Terminvorschlag - bervorzugte Auswahlkriteriien,,FALSE,FALSE,TRUE,10.6.8,ch10.html#Heading195,FALSE
APR,92,Appointment Preferences,Terminvorschlag - bervorzugte Auswahlkriteriien,,FALSE,FALSE,TRUE,10.6.8,ch10.html#Heading195,FALSE
ARQ,3,Appointment Request,Terminanforderung,,FALSE,FALSE,TRUE,10.5.1,ch10.htm#Heading69,FALSE
ARQ,4,ARQ - appointment request segment,Terminanforderung,,FALSE,FALSE,TRUE,10.5.1,ch10.html#Heading74,FALSE
ARQ,5,Appointment Request,Terminanforderung,,FALSE,FALSE,TRUE,10.6.1,ch10.htm#Heading75,FALSE
ARQ,6,Appointment Request,Terminanforderung,,FALSE,FALSE,TRUE,10.6.1,ch10.html#Heading75,FALSE
ARQ,7,Appointment Request,Terminanforderung,,FALSE,FALSE,TRUE,10.6.1,ch10.html#Heading75,FALSE
ARQ,8,Appointment Request,Terminanforderung,,FALSE,FALSE,TRUE,10.6.1,ch10.html#Heading71,FALSE
ARQ,9,Appointment Request,Terminanforderung,,FALSE,FALSE,TRUE,10.6.1,ch10.html#Heading76,FALSE
ARQ,61,Appointment Request,Terminanforderung,,FALSE,FALSE,TRUE,10.6.1,ch10.html#Heading75,FALSE
ARQ,81,Appointment Request,Terminanforderung,,FALSE,FALSE,TRUE,10.6.1,ch10.html#Heading71,FALSE
ARQ,91,Appointment Request,Terminanforderung,,FALSE,FALSE,TRUE,10.6.1,ch10.html#Heading76,FALSE
ARQ,92,Appointment Request,Terminanforderung,,FALSE,FALSE,TRUE,10.6.1,ch10.html#Heading76,FALSE
ARV,7,Access Restriction,Zugriffsbeschränkung,,FALSE,FALSE,TRUE,3.4.13,ch03.html#Heading355,FALSE
ARV,8,Access Restriction,Zugriffsbeschränkung,,FALSE,FALSE,TRUE,3.4.14,ch03.html#Heading362,FALSE
ARV,9,Access Restriction,Zugriffsbeschränkung,,FALSE,FALSE,TRUE,3.4.14,ch03.html#Heading375,FALSE
ARV,81,Access Restriction,Zugriffsbeschränkung,,FALSE,FALSE,TRUE,3.4.14,ch03.html#Heading362,FALSE
ARV,91,Access Restriction,Zugriffsbeschränkung,,FALSE,FALSE,TRUE,3.4.14,ch03.html#Heading375,FALSE
ARV,92,Access Restriction,Zugriffsbeschränkung,,FALSE,FALSE,TRUE,3.4.14,ch03.html#Heading375,FALSE
AUT,3,Authorization Information,Authorisierungsinformationen,,FALSE,FALSE,TRUE,11.5.2,ch11.htm#Heading58,FALSE
AUT,4,Authorization Information,Authorisierungsinformationen,,FALSE,FALSE,TRUE,11.5.2,ch11.html#Heading66,FALSE
AUT,5,Authorization Information,Authorisierungsinformationen,,FALSE,FALSE,TRUE,11.6.2,ch11.htm#Heading67,FALSE
AUT,6,Authorization Information,Authorisierungsinformationen,,FALSE,FALSE,TRUE,11.6.2,ch11.html#Heading67,FALSE
AUT,7,Authorization Information,Authorisierungsinformationen,,FALSE,FALSE,TRUE,11.6.2,ch11.html#Heading68,FALSE
AUT,8,Authorization Information,Authorisierungsinformationen,,FALSE,FALSE,TRUE,11.8.2,ch11.html#Heading75,FALSE
AUT,9,Authorization Information,Authorisierungsinformationen,,FALSE,FALSE,TRUE,11.8.2,ch11.html#Heading92,FALSE
AUT,61,Authorization Information,Authorisierungsinformationen,,FALSE,FALSE,TRUE,11.6.2,ch11.html#Heading67,FALSE
AUT,81,Authorization Information,Authorisierungsinformationen,,FALSE,FALSE,TRUE,11.7.2,ch11.html#Heading74,FALSE
