event_code,version_id,description,generate,section,anchor,owl_gen,folder
A02,61,ADT/ACK - Transfer a patient,FALSE,3.3.2,ch03.html#Heading6,FALSE,Patient Administration
A02,81,ADT/ACK - Transfer a patient,FALSE,3.3.2,ch03.html#Heading6,FALSE,
A02,91,ADT/ACK - Transfer a patient,FALSE,3.3.2,ch03.html#Heading6,FALSE,
A02,92,ADT/ACK - Transfer a patient,FALSE,3.3.2,ch03.html#Heading6,FALSE,
A02,540,,FALSE,,,FALSE,
A03,1,Discharge a Patient,FALSE,3.2.3,kap3.html#Heading6,FALSE,Patient Administration
A03,2,Discharge a patient,FALSE,3.2.3,hl7chp3.html#Heading6,FALSE,Patient Administration
A03,3,ADT/ACK -  Discharge a patient,FALSE,3.2.3,ch3.htm#Heading6,FALSE,Patient Administration
A03,4,ADT/ACK -  Discharge/end visit,FALSE,3.2.3,ch3.html#Heading6,FALSE,Patient Administration
A03,5,ADT/ACK -  Discharge/end visit,FALSE,3.3.3,ch03.htm#Heading7,FALSE,Patient Administration
A03,6,ADT/ACK -  Discharge/end visit,FALSE,3.3.3,ch03.html#Heading7,FALSE,Patient Administration
A03,7,ADT/ACK -  Discharge/end visit,FALSE,3.3.3,ch03.html#Heading7,TRUE,Patient Administration
A03,8,ADT/ACK -  Discharge/end visit,FALSE,3.3.3,ch03.html#Heading7,FALSE,Patient Administration
A03,9,ADT/ACK -  Discharge/end visit,FALSE,3.3.3,ch03.html#Heading7,FALSE,
A03,32,ADT/ACK -  Discharge/end visit,FALSE,,,FALSE,Patient Administration
A03,61,ADT/ACK -  Discharge/end visit,FALSE,3.3.3,ch03.html#Heading7,FALSE,Patient Administration
A03,81,ADT/ACK -  Discharge/end visit,FALSE,3.3.3,ch03.html#Heading7,FALSE,
A03,91,ADT/ACK -  Discharge/end visit,FALSE,3.3.3,ch03.html#Heading7,FALSE,
A03,92,ADT/ACK -  Discharge/end visit,FALSE,3.3.3,ch03.html#Heading7,FALSE,
A03,540,,FALSE,,,FALSE,
A04,1,Register a Patient,FALSE,3.2.4,kap3.html#Heading7,FALSE,Patient Administration
A04,2,Register a Patient,FALSE,3.2.4,hl7chp3.html#Heading7,FALSE,Patient Administration
A04,3,ADT/ACK -  Register a patient,FALSE,3.2.4,ch3.htm#Heading7,FALSE,Patient Administration
A04,4,ADT/ACK -  Register a patient,FALSE,3.2.4,ch3.html#Heading7,FALSE,Patient Administration
A04,5,ADT/ACK -  Register a patient,FALSE,3.3.4,ch03.htm#Heading8,FALSE,Patient Administration
A04,6,ADT/ACK -  Register a patient,FALSE,3.3.4,ch03.html#Heading8,FALSE,Patient Administration
A04,7,ADT/ACK -  Register a patient,FALSE,3.3.4,ch03.html#Heading8,TRUE,Patient Administration
A04,8,ADT/ACK -  Register a patient,FALSE,3.3.4,ch03.html#Heading8,FALSE,Patient Administration
A04,9,ADT/ACK -  Register a patient,FALSE,3.3.4,ch03.html#Heading8,FALSE,
A04,32,ADT/ACK -  Register a patient,FALSE,,,FALSE,Patient Administration
A04,61,ADT/ACK -  Register a patient,FALSE,3.3.4,ch03.html#Heading8,FALSE,Patient Administration
A04,81,ADT/ACK -  Register a patient,FALSE,3.3.4,ch03.html#Heading8,FALSE,
A04,91,ADT/ACK -  Register a patient,FALSE,3.3.4,ch03.html#Heading8,FALSE,
A04,92,ADT/ACK -  Register a patient,FALSE,3.3.4,ch03.html#Heading8,FALSE,
A04,540,,FALSE,,,FALSE,
A05,1,Pre-admit a Patient,FALSE,3.2.5,kap3.html#Heading8,FALSE,Patient Administration
A05,2,Pre-admit a Patient,FALSE,3.2.5,hl7chp3.html#Heading8,FALSE,Patient Administration
A05,3,ADT/ACK -  Preadmit a patient,FALSE,3.2.5,ch3.htm#Heading8,FALSE,Patient Administration
A05,4,ADT/ACK -  Pre-admit a patient,FALSE,3.2.5,ch3.html#Heading8,FALSE,Patient Administration
A05,5,ADT/ACK -  Pre-admit a patient,FALSE,3.3.5,ch03.htm#Heading9,FALSE,Patient Administration
A05,6,ADT/ACK -  Pre-admit a patient,FALSE,3.3.5,ch03.html#Heading9,FALSE,Patient Administration
A05,7,ADT/ACK -  Pre-admit a patient,FALSE,3.3.5,ch03.html#Heading9,FALSE,Patient Administration
A05,8,ADT/ACK -  Pre-admit a patient,FALSE,3.3.5,ch03.html#Heading9,FALSE,Patient Administration
A05,9,ADT/ACK -  Pre-admit a patient,FALSE,3.3.5,ch03.html#Heading9,FALSE,
A05,32,ADT/ACK -  Pre-admit a patient,FALSE,,,FALSE,Patient Administration
A05,61,ADT/ACK -  Pre-admit a patient,FALSE,3.3.5,ch03.html#Heading9,FALSE,Patient Administration
A05,81,ADT/ACK -  Pre-admit a patient,FALSE,3.3.5,ch03.html#Heading9,FALSE,
A05,91,ADT/ACK -  Pre-admit a patient,FALSE,3.3.5,ch03.html#Heading9,FALSE,
A05,92,ADT/ACK -  Pre-admit a patient,FALSE,3.3.5,ch03.html#Heading9,FALSE,
A05,540,,FALSE,,,FALSE,
A06,1,Transfer an Outpatient to Inpatient,FALSE,3.2.6,kap3.html#Heading9,FALSE,Patient Administration
A06,2,Transfer an Outpatient to Inpatient,FALSE,3.2.6,hl7chp3.html#Heading9,FALSE,Patient Administration
A06,3,ADT/ACK -  Transfer an outpatient to inpatient,FALSE,3.2.6,ch3.htm#Heading9,FALSE,Patient Administration
A06,4,ADT/ACK -  Change an outpatient to an inpatient,FALSE,3.2.6,ch3.html#Heading9,FALSE,Patient Administration
A06,5,ADT/ACK -  Change an outpatient to an inpatient,FALSE,3.3.6,ch03.htm#Heading10,FALSE,Patient Administration
A06,6,ADT/ACK -  Change an outpatient to an inpatient,FALSE,3.3.6,ch03.html#Heading10,FALSE,Patient Administration
A06,7,ADT/ACK -  Change an outpatient to an inpatient,FALSE,3.3.6,ch03.html#Heading10,FALSE,Patient Administration
A06,8,ADT/ACK -  Change an outpatient to an inpatient,FALSE,3.3.6,ch03.html#Heading10,FALSE,Patient Administration
A06,9,ADT/ACK -  Change an outpatient to an inpatient,FALSE,3.3.6,ch03.html#Heading10,FALSE,
A06,32,ADT/ACK -  Change an outpatient to an inpatient,FALSE,,,FALSE,Patient Administration
A06,61,ADT/ACK -  Change an outpatient to an inpatient,FALSE,3.3.6,ch03.html#Heading10,FALSE,Patient Administration
A06,81,ADT/ACK -  Change an outpatient to an inpatient,FALSE,3.3.6,ch03.html#Heading10,FALSE,
A06,91,ADT/ACK -  Change an outpatient to an inpatient,FALSE,3.3.6,ch03.html#Heading10,FALSE,
A06,92,ADT/ACK -  Change an outpatient to an inpatient,FALSE,3.3.6,ch03.html#Heading10,FALSE,
A07,1,Transfer an Inpatient to Outpatient,FALSE,3.2.7,kap3.html#Heading10,FALSE,Patient Administration
A07,2,Transfer an Inpatient to Outpatient,FALSE,3.2.7,hl7chp3.html#Heading10,FALSE,Patient Administration
A07,3,ADT/ACK -  Transfer an inpatient to outpatient,FALSE,3.2.7,ch3.htm#Heading10,FALSE,Patient Administration
A07,4,ADT/ACK -  Change an inpatient to an outpatient,FALSE,3.2.7,ch3.html#Heading10,FALSE,Patient Administration
A07,5,ADT/ACK -  Change an inpatient to an outpatient,FALSE,3.3.7,ch03.htm#Heading11,FALSE,Patient Administration
A07,6,ADT/ACK -  Change an inpatient to an outpatient,FALSE,3.3.7,ch03.html#Heading11,FALSE,Patient Administration
A07,7,ADT/ACK -  Change an inpatient to an outpatient,FALSE,3.3.7,ch03.html#Heading11,FALSE,Patient Administration
A07,8,ADT/ACK -  Change an inpatient to an outpatient,FALSE,3.3.7,ch03.html#Heading11,FALSE,Patient Administration
A07,9,ADT/ACK -  Change an inpatient to an outpatient,FALSE,3.3.7,ch03.html#Heading11,FALSE,
A07,32,ADT/ACK -  Change an inpatient to an outpatient,FALSE,,,FALSE,Patient Administration
A07,61,ADT/ACK -  Change an inpatient to an outpatient,FALSE,3.3.7,ch03.html#Heading11,FALSE,Patient Administration
A07,81,ADT/ACK -  Change an inpatient to an outpatient,FALSE,3.3.7,ch03.html#Heading11,FALSE,
A07,91,ADT/ACK -  Change an inpatient to an outpatient,FALSE,3.3.7,ch03.html#Heading11,FALSE,
A07,92,ADT/ACK -  Change an inpatient to an outpatient,FALSE,3.3.7,ch03.html#Heading11,FALSE,
A08,1,Update Patient Information,FALSE,3.2.8,kap3.html#Heading11,FALSE,Patient Administration
A08,2,Update Patient Information,FALSE,3.2.8,hl7chp3.html#Heading11,FALSE,Patient Administration
A08,3,ADT/ACK -  Update patient information,FALSE,3.2.8,ch3.htm#Heading11,FALSE,Patient Administration
A08,4,ADT/ACK -  Update patient information,FALSE,3.2.8,ch3.html#Heading11,FALSE,Patient Administration
A08,5,ADT/ACK -  Update patient information,FALSE,3.3.8,ch03.htm#Heading12,FALSE,Patient Administration
A08,6,ADT/ACK -  Update patient information,FALSE,3.3.8,ch03.html#Heading12,FALSE,Patient Administration
A08,7,ADT/ACK -  Update patient information,FALSE,3.3.8,ch03.html#Heading12,TRUE,Patient Administration
A08,8,ADT/ACK -  Update patient information,FALSE,3.3.8,ch03.html#Heading12,FALSE,Patient Administration
A08,9,ADT/ACK -  Update patient information,FALSE,3.3.8,ch03.html#Heading12,FALSE,
A08,32,ADT/ACK -  Update patient information,FALSE,,,FALSE,Patient Administration
A08,61,ADT/ACK -  Update patient information,FALSE,3.3.8,ch03.html#Heading12,FALSE,Patient Administration
A08,81,ADT/ACK -  Update patient information,FALSE,3.3.8,ch03.html#Heading12,FALSE,
A08,91,ADT/ACK -  Update patient information,FALSE,3.3.8,ch03.html#Heading12,FALSE,
A08,92,ADT/ACK -  Update patient information,FALSE,3.3.8,ch03.html#Heading12,FALSE,
A08,540,,FALSE,,,FALSE,
A09,1,Patient Departing,FALSE,3.2.9,kap3.html#Heading12,FALSE,Patient Administration
A09,2,Patient Departing,FALSE,3.2.9,hl7chp3.html#Heading12,FALSE,Patient Administration
A09,3,ADT/ACK -  Patient departing,FALSE,3.2.9,ch3.htm#Heading12,FALSE,Patient Administration
A09,4,ADT/ACK -  Patient departing - tracking,FALSE,3.2.9,ch3.html#Heading12,FALSE,Patient Administration
A09,5,ADT/ACK -  Patient departing - tracking,FALSE,3.3.9,ch03.htm#Heading13,FALSE,Patient Administration
A09,6,ADT/ACK -  Patient departing - tracking,FALSE,3.3.9,ch03.html#Heading13,FALSE,Patient Administration
A09,7,ADT/ACK -  Patient departing - tracking,FALSE,3.3.9,ch03.html#Heading13,FALSE,Patient Administration
A09,8,ADT/ACK -  Patient departing - tracking,FALSE,3.3.9,ch03.html#Heading13,FALSE,Patient Administration
A09,9,ADT/ACK -  Patient departing - tracking,FALSE,3.3.9,ch03.html#Heading13,FALSE,
A09,61,ADT/ACK -  Patient departing - tracking,FALSE,3.3.9,ch03.html#Heading13,FALSE,Patient Administration
A09,81,ADT/ACK -  Patient departing - tracking,FALSE,3.3.9,ch03.html#Heading13,FALSE,
A09,91,ADT/ACK -  Patient departing - tracking,FALSE,3.3.9,ch03.html#Heading13,FALSE,
A09,92,ADT/ACK -  Patient departing - tracking,FALSE,3.3.9,ch03.html#Heading13,FALSE,
A09,540,,FALSE,,,FALSE,
A10,1,Patient Arriving,FALSE,3.2.10,kap3.html#Heading13,FALSE,Patient Administration
A10,2,Patient Arriving,FALSE,3.2.10,hl7chp3.html#Heading13,FALSE,Patient Administration
A10,3,ADT/ACK -  Patient arriving,FALSE,3.2.10,ch3.htm#Heading13,FALSE,Patient Administration
A10,4,ADT/ACK -  Patient arriving - tracking,FALSE,3.2.10,ch3.html#Heading13,FALSE,Patient Administration
A10,5,ADT/ACK -  Patient arriving - tracking,FALSE,3.3.10,ch03.htm#Heading14,FALSE,Patient Administration
A10,6,ADT/ACK -  Patient arriving - tracking,FALSE,3.3.10,ch03.html#Heading14,FALSE,Patient Administration
A10,7,ADT/ACK -  Patient arriving - tracking,FALSE,3.3.10,ch03.html#Heading14,FALSE,Patient Administration
A10,8,ADT/ACK -  Patient arriving - tracking,FALSE,3.3.10,ch03.html#Heading14,FALSE,Patient Administration
A10,9,ADT/ACK -  Patient arriving - tracking,FALSE,3.3.10,ch03.html#Heading14,FALSE,
A10,61,ADT/ACK -  Patient arriving - tracking,FALSE,3.3.10,ch03.html#Heading14,FALSE,Patient Administration
A10,81,ADT/ACK -  Patient arriving - tracking,FALSE,3.3.10,ch03.html#Heading14,FALSE,
A10,91,ADT/ACK -  Patient arriving - tracking,FALSE,3.3.10,ch03.html#Heading14,FALSE,
A10,92,ADT/ACK -  Patient arriving - tracking,FALSE,3.3.10,ch03.html#Heading14,FALSE,
A10,540,,FALSE,,,FALSE,
A11,1,Cancel Admit,FALSE,3.2.11,kap3.html#Heading14,FALSE,Patient Administration
A11,2,Cancel Admit,FALSE,3.2.11,hl7chp3.html#Heading14,FALSE,Patient Administration
A11,3,ADT/ACK -  Cancel admit,FALSE,3.2.11,ch3.htm#Heading14,FALSE,Patient Administration
A11,4,ADT/ACK -  Cancel admit/visit notification,FALSE,3.2.11,ch3.html#Heading14,FALSE,Patient Administration
A11,5,ADT/ACK -  Cancel admit/visit notification,FALSE,3.3.11,ch03.htm#Heading15,FALSE,Patient Administration
A11,6,ADT/ACK -  Cancel admit/visit notification,FALSE,3.3.11,ch03.html#Heading15,FALSE,Patient Administration
A11,7,ADT/ACK -  Cancel admit/visit notification,FALSE,3.3.11,ch03.html#Heading15,FALSE,Patient Administration
A11,8,ADT/ACK -  Cancel admit/visit notification,FALSE,3.3.11,ch03.html#Heading15,FALSE,Patient Administration
A11,9,ADT/ACK -  Cancel admit/visit notification,FALSE,3.3.11,ch03.html#Heading15,FALSE,
A11,32,ADT/ACK -  Cancel admit/visit notification,FALSE,,,FALSE,Patient Administration
A11,61,ADT/ACK -  Cancel admit/visit notification,FALSE,3.3.11,ch03.html#Heading15,FALSE,Patient Administration
A11,81,ADT/ACK -  Cancel admit/visit notification,FALSE,3.3.11,ch03.html#Heading15,FALSE,
A11,91,ADT/ACK -  Cancel admit/visit notification,FALSE,3.3.11,ch03.html#Heading15,FALSE,
A11,92,ADT/ACK -  Cancel admit/visit notification,FALSE,3.3.11,ch03.html#Heading15,FALSE,
A11,540,,FALSE,,,FALSE,
A12,1,Cancel Transfer,FALSE,3.2.12,kap3.html#Heading15,FALSE,Patient Administration
A12,2,Cancel Transfer,FALSE,3.2.12,hl7chp3.html#Heading15,FALSE,Patient Administration
A12,3,ADT/ACK -  Cancel transfer,FALSE,3.2.12,ch3.htm#Heading15,FALSE,Patient Administration
A12,4,ADT/ACK -  Cancel transfer,FALSE,3.2.12,ch3.html#Heading15,FALSE,Patient Administration
A12,5,ADT/ACK -  Cancel transfer,FALSE,3.3.12,ch03.htm#Heading16,FALSE,Patient Administration
A12,6,ADT/ACK -  Cancel transfer,FALSE,3.3.12,ch03.html#Heading16,FALSE,Patient Administration
A12,7,ADT/ACK -  Cancel transfer,FALSE,3.3.12,ch03.html#Heading16,TRUE,Patient Administration
A12,8,ADT/ACK -  Cancel transfer,FALSE,3.3.12,ch03.html#Heading16,FALSE,Patient Administration
A12,9,ADT/ACK -  Cancel transfer,FALSE,3.3.12,ch03.html#Heading16,FALSE,
A12,32,ADT/ACK -  Cancel transfer,FALSE,,,FALSE,Patient Administration
A12,61,ADT/ACK -  Cancel transfer,FALSE,3.3.12,ch03.html#Heading16,FALSE,Patient Administration
A12,81,ADT/ACK -  Cancel transfer,FALSE,3.3.12,ch03.html#Heading16,FALSE,
A12,91,ADT/ACK -  Cancel transfer,FALSE,3.3.12,ch03.html#Heading16,FALSE,
A12,92,ADT/ACK -  Cancel transfer,FALSE,3.3.12,ch03.html#Heading16,FALSE,
A12,540,,FALSE,,,FALSE,
A13,1,Cancel Discharge,FALSE,3.2.13,kap3.html#Heading16,FALSE,Patient Administration
A13,2,Cancel Discharge,FALSE,3.2.13,hl7chp3.html#Heading16,FALSE,Patient Administration
A13,3,ADT/ACK -  Cancel discharge,FALSE,3.2.13,ch3.htm#Heading16,FALSE,Patient Administration
A13,4,ADT/ACK -  Cancel discharge/end visit,FALSE,3.2.13,ch3.html#Heading16,FALSE,Patient Administration
A13,5,ADT/ACK -  Cancel discharge/end visit,FALSE,3.3.13,ch03.htm#Heading17,FALSE,Patient Administration
A13,6,ADT/ACK -  Cancel discharge/end visit,FALSE,3.3.13,ch03.html#Heading17,FALSE,Patient Administration
A13,7,ADT/ACK -  Cancel discharge/end visit,FALSE,3.3.13,ch03.html#Heading17,TRUE,Patient Administration
A13,8,ADT/ACK -  Cancel discharge/end visit,FALSE,3.3.13,ch03.html#Heading17,FALSE,Patient Administration
A13,9,ADT/ACK -  Cancel discharge/end visit,FALSE,3.3.13,ch03.html#Heading17,FALSE,
A13,32,ADT/ACK -  Cancel discharge/end visit,FALSE,,,FALSE,Patient Administration
A13,61,ADT/ACK -  Cancel discharge/end visit,FALSE,3.3.13,ch03.html#Heading17,FALSE,Patient Administration
A13,81,ADT/ACK -  Cancel discharge/end visit,FALSE,3.3.13,ch03.html#Heading17,FALSE,
A13,91,ADT/ACK -  Cancel discharge/end visit,FALSE,3.3.13,ch03.html#Heading17,FALSE,
A13,92,ADT/ACK -  Cancel discharge/end visit,FALSE,3.3.13,ch03.html#Heading17,FALSE,
A13,540,,FALSE,,,FALSE,
A14,1,Pending Admit,FALSE,3.2.14,kap3.html#Heading17,FALSE,Patient Administration
A14,2,Pending Admit,FALSE,3.2.14,hl7chp3.html#Heading17,FALSE,Patient Administration
A14,3,ADT/ACK -  Pending admit,FALSE,3.2.14,ch3.htm#Heading17,FALSE,Patient Administration
A14,4,ADT/ACK -  Pending admit,FALSE,3.2.14,ch3.html#Heading17,FALSE,Patient Administration
A14,5,ADT/ACK -  Pending admit,FALSE,3.3.14,ch03.htm#Heading18,FALSE,Patient Administration
A14,6,ADT/ACK -  Pending admit,FALSE,3.3.14,ch03.html#Heading18,FALSE,Patient Administration
A14,7,ADT/ACK -  Pending admit,FALSE,3.3.14,ch03.html#Heading18,FALSE,Patient Administration
A14,8,ADT/ACK -  Pending admit,FALSE,3.3.14,ch03.html#Heading18,FALSE,Patient Administration
A14,9,ADT/ACK -  Pending admit,FALSE,3.3.14,ch03.html#Heading18,FALSE,
A14,32,ADT/ACK -  Pending admit,FALSE,,,FALSE,Patient Administration
A14,61,ADT/ACK -  Pending admit,FALSE,3.3.14,ch03.html#Heading18,FALSE,Patient Administration
A14,81,ADT/ACK -  Pending admit,FALSE,3.3.14,ch03.html#Heading18,FALSE,
A14,91,ADT/ACK -  Pending admit,FALSE,3.3.14,ch03.html#Heading18,FALSE,
A14,92,ADT/ACK -  Pending admit,FALSE,3.3.14,ch03.html#Heading18,FALSE,
A15,1,Pending Transfer,FALSE,3.2.15,kap3.html#Heading18,FALSE,Patient Administration
A15,2,Pending Transfer,FALSE,3.2.15,hl7chp3.html#Heading18,FALSE,Patient Administration
A15,3,ADT/ACK -  Pending transfer,FALSE,3.2.15,ch3.htm#Heading18,FALSE,Patient Administration
A15,4,ADT/ACK -  Pending transfer,FALSE,3.2.15,ch3.html#Heading18,FALSE,Patient Administration
A15,5,ADT/ACK -  Pending transfer,FALSE,3.3.15,ch03.htm#Heading19,FALSE,Patient Administration
A15,6,ADT/ACK -  Pending transfer,FALSE,3.3.15,ch03.html#Heading19,FALSE,Patient Administration
A15,7,ADT/ACK -  Pending transfer,FALSE,3.3.15,ch03.html#Heading19,FALSE,Patient Administration
A15,8,ADT/ACK -  Pending transfer,FALSE,3.3.15,ch03.html#Heading19,FALSE,Patient Administration
A15,9,ADT/ACK -  Pending transfer,FALSE,3.3.15,ch03.html#Heading19,FALSE,
A15,32,ADT/ACK -  Pending transfer,FALSE,,,FALSE,Patient Administration
A15,61,ADT/ACK -  Pending transfer,FALSE,3.3.15,ch03.html#Heading19,FALSE,Patient Administration
A15,81,ADT/ACK -  Pending transfer,FALSE,3.3.15,ch03.html#Heading19,FALSE,
A15,91,ADT/ACK -  Pending transfer,FALSE,3.3.15,ch03.html#Heading19,FALSE,
A15,92,ADT/ACK -  Pending transfer,FALSE,3.3.15,ch03.html#Heading19,FALSE,
A15,540,,FALSE,,,FALSE,
A16,1,Pending Discharge,FALSE,3.2.16,kap3.html#Heading19,FALSE,Patient Administration
A16,2,Pending Discharge,FALSE,3.2.16,hl7chp3.html#Heading19,FALSE,Patient Administration
A16,3,ADT/ACK -  Pending discharge,FALSE,3.2.16,ch3.htm#Heading19,FALSE,Patient Administration
A16,4,ADT/ACK -  Pending discharge,FALSE,3.2.16,ch3.html#Heading19,FALSE,Patient Administration
A16,5,ADT/ACK -  Pending discharge,FALSE,3.3.16,ch03.htm#Heading20,FALSE,Patient Administration
A16,6,ADT/ACK -  Pending discharge,FALSE,3.3.16,ch03.html#Heading20,FALSE,Patient Administration
A16,7,ADT/ACK -  Pending discharge,FALSE,3.3.16,ch03.html#Heading20,FALSE,Patient Administration
A16,8,ADT/ACK -  Pending discharge,FALSE,3.3.16,ch03.html#Heading20,FALSE,Patient Administration
A16,9,ADT/ACK -  Pending discharge,FALSE,3.3.16,ch03.html#Heading20,FALSE,
A16,61,ADT/ACK -  Pending discharge,FALSE,3.3.16,ch03.html#Heading20,FALSE,Patient Administration
A16,81,ADT/ACK -  Pending discharge,FALSE,3.3.16,ch03.html#Heading20,FALSE,
A16,91,ADT/ACK -  Pending discharge,FALSE,3.3.16,ch03.html#Heading20,FALSE,
A16,92,ADT/ACK -  Pending discharge,FALSE,3.3.16,ch03.html#Heading20,FALSE,
A17,1,Swap Patients,FALSE,3.2.17,kap3.html#Heading20,FALSE,Patient Administration
A17,2,Swap Patients,FALSE,3.2.17,hl7chp3.html#Heading20,FALSE,Patient Administration
A17,3,ADT/ACK -  Swap patients,FALSE,3.2.17,ch3.htm#Heading20,FALSE,Patient Administration
A17,4,ADT/ACK -  Swap patients,FALSE,3.2.17,ch3.html#Heading20,FALSE,Patient Administration
A17,5,ADT/ACK -  Swap patients,FALSE,3.3.17,ch03.htm#Heading21,FALSE,Patient Administration
A17,6,ADT/ACK -  Swap patients,FALSE,3.3.17,ch03.html#Heading21,FALSE,Patient Administration
A17,7,ADT/ACK -  Swap patients,FALSE,3.3.17,ch03.html#Heading21,FALSE,Patient Administration
A17,8,ADT/ACK -  Swap patients,FALSE,3.3.17,ch03.html#Heading21,FALSE,Patient Administration
A17,9,ADT/ACK -  Swap patients,FALSE,3.3.17,ch03.html#Heading21,FALSE,
A17,61,ADT/ACK -  Swap patients,FALSE,3.3.17,ch03.html#Heading21,FALSE,Patient Administration
A17,81,ADT/ACK -  Swap patients,FALSE,3.3.17,ch03.html#Heading21,FALSE,
A17,91,ADT/ACK -  Swap patients,FALSE,3.3.17,ch03.html#Heading21,FALSE,
A17,92,ADT/ACK -  Swap patients,FALSE,3.3.17,ch03.html#Heading21,FALSE,
A18,1,Merge Patient Information,FALSE,3.2.18,kap3.html#Heading21,FALSE,Patient Administration
A18,2,Merge Patient Information,FALSE,3.2.18,hl7chp3.html#Heading21,FALSE,Patient Administration
A18,3,ADT/ACK -  Merge patient information,FALSE,3.2.18,ch3.htm#Heading21,FALSE,Patient Administration
A18,4,ADT/ACK -  Merge patient information,FALSE,3.2.18,ch3.html#Heading21,FALSE,Patient Administration
A18,5,ADT/ACK -  Merge patient information,FALSE,3.3.18,ch03.htm#Heading22,FALSE,Patient Administration
A18,6,ADT/ACK -  Merge patient information (for backward compatibility only),FALSE,3.3.18,ch03.html#Heading22,FALSE,Patient Administration
A18,7,ADT/ACK -  Merge patient information (for backward compatibility only),FALSE,3.3.18,ch03.html#Heading22,FALSE,Patient Administration
A18,61,ADT/ACK -  Merge patient information (for backward compatibility only),FALSE,3.3.18,ch03.html#Heading22,FALSE,Patient Administration
A19,1,Patient Query,FALSE,3.2.19,kap3.html#Heading22,FALSE,Patient Administration
A19,2,Patient Query,FALSE,3.2.19,hl7chp3.html#Heading22,FALSE,Patient Administration
A19,3,QRY/ACK -  Patient query,FALSE,3.2.19,ch3.htm#Heading22,FALSE,Patient Administration
A19,4,QRY/ADR -  Patient query,FALSE,3.2.19,ch3.html#Heading22,FALSE,Patient Administration
A19,5,QRY/ADR -  Patient query,FALSE,3.3.19,ch03.htm#Heading23,FALSE,Patient Administration
A19,6,QRY/ADR -  Patient query,FALSE,3.3.19,ch03.html#Heading23,FALSE,Patient Administration
A19,7,QRY/ADR -  Patient query,FALSE,3.3.19,ch03.html#Heading23,FALSE,Patient Administration
A19,61,QRY/ADR -  Patient query,FALSE,3.3.19,ch03.html#Heading23,FALSE,Patient Administration
A20,1,Nursing/Census Application Updates,FALSE,3.2.20,kap3.html#Heading23,FALSE,Patient Administration
A20,2,Bed Status Update,FALSE,3.2.20,hl7chp3.html#Heading24,FALSE,Patient Administration
A20,3,ADT/ACK -  Nursing/Census application updates,FALSE,3.2.20,ch3.htm#Heading24,FALSE,Patient Administration
A20,4,ADT/ACK -  Bed status update,FALSE,3.2.20,ch3.html#Heading25,FALSE,Patient Administration
A20,5,ADT/ACK -  Bed status update,FALSE,3.3.20,ch03.htm#Heading26,FALSE,Patient Administration
A20,6,ADT/ACK -  Bed status update,FALSE,3.3.20,ch03.html#Heading26,FALSE,Patient Administration
