data_structure,version_id,description,interpretation,data_type_code,repeating,elementary,date,section,anchor,owl_gen,mixed_content
CCD,60,Charge Code and Date,Rechnungslegung,CCD,FALSE,FALSE,8/22/03,2.A.3,ch02A.html#Heading18,FALSE,FALSE
CCD,61,Charge Code and Date,Rechnungslegung,CCD,FALSE,FALSE,5/8/07,2.A.1.3,ch02a.html#Heading18,FALSE,FALSE
CCD,81,Charge Code and Date,Rechnungslegung,CCD,FALSE,FALSE,3/10/13,2.A.3,ch02a.html#Heading15,FALSE,FALSE
CCD,91,Charge Code and Date,Rechnungslegung,CCD,FALSE,FALSE,11/2/14,2.A.3,ch02a.html#Heading18,FALSE,FALSE
CCD,92,Charge Code and Date,Rechnungslegung,CCD,FALSE,FALSE,7/13/15,2.A.3,ch02a.html#Heading18,FALSE,FALSE
CCP,4,channel calibration parameters,Kalibrierungsparameter für Kanal,CCP,FALSE,FALSE,12/30/01,,,FALSE,FALSE
CCP,5,channel calibration parameters,Kalibrierungsparameter für Kanal,CCP,FALSE,FALSE,11/29/01,7.13.1.3,,FALSE,FALSE
CCP,6,Channel Calibration Parameters,Kalibrierungsparameter für Kanal,CCP,FALSE,FALSE,8/22/03,2.A.4,ch02A.html#Heading22,FALSE,FALSE
CCP,7,Channel Calibration Parameters,Kalibrierungsparameter für Kanal,CCP,FALSE,FALSE,10/26/07,2.A.4,ch02a.html#Heading22,FALSE,FALSE
CCP,8,Channel Calibration Parameters,Kalibrierungsparameter für Kanal,CCP,FALSE,FALSE,3/6/11,2.A.4,ch02a.html#Heading22,FALSE,FALSE
CCP,9,Channel Calibration Parameters,Kalibrierungsparameter für Kanal,CCP,FALSE,FALSE,3/17/14,2.A.4,ch02a.html#Heading22,FALSE,FALSE
CCP,60,Channel Calibration Parameters,Kalibrierungsparameter für Kanal,CCP,FALSE,FALSE,8/22/03,2.A.4,ch02A.html#Heading22,FALSE,FALSE
CCP,61,Channel Calibration Parameters,Kalibrierungsparameter für Kanal,CCP,FALSE,FALSE,5/8/07,2.A.1.4,ch02a.html#Heading22,FALSE,FALSE
CCP,81,Channel Calibration Parameters,Kalibrierungsparameter für Kanal,CCP,FALSE,FALSE,3/10/13,2.A.4,ch02a.html#Heading18,FALSE,FALSE
CCP,91,Channel Calibration Parameters,Kalibrierungsparameter für Kanal,CCP,FALSE,FALSE,11/2/14,2.A.4,ch02a.html#Heading22,FALSE,FALSE
CCP,92,Channel Calibration Parameters,Kalibrierungsparameter für Kanal,CCP,FALSE,FALSE,7/13/15,2.A.4,ch02a.html#Heading22,FALSE,FALSE
CD,3,Channel Definition,Definition eines Meßkanals,CD,FALSE,FALSE,3/4/01,2.8.2,,FALSE,FALSE
CD,4,channel definition,Definition eines Meßkanals,CD,FALSE,FALSE,4/14/99,2.8.2,ch2.html#Heading31,FALSE,FALSE
CD,5,channel definition,Definition eines Meßkanals,CD,FALSE,FALSE,3/25/00,2.9.2,ch02.htm#Heading33,FALSE,FALSE
CD,6,Channel Definition,Definition eines Meßkanals,CD,FALSE,FALSE,8/22/03,2.A.5,ch02A.html#Heading27,FALSE,FALSE
CD,7,Channel Definition,Definition eines Meßkanals,CD,FALSE,FALSE,10/26/07,2.A.5,ch02a.html#Heading27,FALSE,FALSE
CD,8,Channel Definition,Definition eines Meßkanals,CD,FALSE,FALSE,3/6/11,2.A.5,ch02a.html#Heading27,FALSE,FALSE
CD,9,Channel Definition,Definition eines Meßkanals,CD,FALSE,FALSE,3/17/14,2.A.5,ch02a.html#Heading27,FALSE,FALSE
CD,60,Channel Definition,Definition eines Meßkanals,CD,FALSE,FALSE,8/22/03,2.A.5,ch02A.html#Heading27,FALSE,FALSE
CD,61,Channel Definition,Definition eines Meßkanals,CD,FALSE,FALSE,5/8/07,2.A.1.5,ch02a.html#Heading27,FALSE,FALSE
CD,81,Channel Definition,Definition eines Meßkanals,CD,FALSE,FALSE,3/10/13,2.A.5,ch02a.html#Heading22,FALSE,FALSE
CD,91,Channel Definition,Definition eines Meßkanals,CD,FALSE,FALSE,11/2/14,2.A.5,ch02a.html#Heading27,FALSE,FALSE
CD,92,Channel Definition,Definition eines Meßkanals,CD,FALSE,FALSE,7/13/15,2.A.5,ch02a.html#Heading27,FALSE,FALSE
CE,1,coded element,kodierte Informationen,CE,FALSE,FALSE,4/7/99,,,FALSE,FALSE
CE,2,coded element,kodierte Informationen,CE,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CE,3,coded element,kodierte Informationen,CE,FALSE,FALSE,5/27/96,2.8.3,,FALSE,FALSE
CE,4,coded element,kodierte Informationen,CE,FALSE,FALSE,4/14/99,2.8.3,ch2.html#Heading32,FALSE,FALSE
CE,5,coded element,kodierte Informationen,CE,FALSE,FALSE,3/25/00,2.9.3,ch02.htm#Heading34,FALSE,FALSE
CE,6,Coded Element,kodierte Informationen,CE,FALSE,FALSE,8/22/03,2.A.6,ch02A.html#Heading34,FALSE,FALSE
CE,7,Coded Element,kodierte Informationen,CE,FALSE,FALSE,10/26/07,2.A.6,ch02a.html#Heading35,FALSE,FALSE
CE,20,Coded Elements,kodierte Informationen,CE,FALSE,FALSE,11/21/07,,,FALSE,FALSE
CE,60,Coded Element,kodierte Informationen,CE,FALSE,FALSE,8/22/03,2.A.6,ch02A.html#Heading34,FALSE,FALSE
CE,61,Coded Element,kodierte Informationen,CE,FALSE,FALSE,5/8/07,2.A.1.6,ch02a.html#Heading34,FALSE,FALSE
CE,540,Coded Element,kodierte Informationen,CE,FALSE,FALSE,7/6/15,,,FALSE,FALSE
CE,630,Coded Element,kodierte Informationen,CE,FALSE,FALSE,7/6/15,,,FALSE,FALSE
CE_0002,4,CE with table 2,kodierte Informationen (mit Tabelle 0002),CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0002,5,CE with table 2,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0005,4,CE with table 5,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0005,5,CE with table 5,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0006,4,CE with table 6,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0006,5,CE with table 6,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0048,3,CE with table 48,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0048,4,CE with table 48,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0048,5,CE with table 48,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0049,2,CE with table 49,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0049,3,CE with table 49,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0049,4,CE with table 49,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0049,5,CE with table 49,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0050,3,CE_NORM mit Tab. 0050,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0050,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0050,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0051,2,CE_NORM mit Tab. 0051,,CE,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CE_0051,3,CE_NORM mit Tab. 0051,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0051,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0051,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0055,3,CE_NORM mit Tab. 0055,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0055,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0055,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0057,1,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0059,3,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0059,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0059,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0063,2,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0063,3,CE_NORM mit Tab. 0063,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0063,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0063,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0066,2,CE_NORM mit Tab. 0066,,CE,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CE_0066,3,CE_NORM mit Tab. 0066,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0066,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0066,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0069,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0069,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0070,3,CE_NORM mit Tab. 0070,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0070,5,,,CE,FALSE,FALSE,2/3/01,,,FALSE,FALSE
CE_0072,3,CE_NORM mit Tab. 0072,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0072,4,,,CE,FALSE,FALSE,4/14/99,,,FALSE,FALSE
CE_0072,5,,,CE,FALSE,FALSE,3/25/00,,,FALSE,FALSE
CE_0083,3,CE_NORM mit Tab. 0083,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0083,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0083,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0088,3,CE_NORM mit Tab. 0088,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0088,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0088,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0114,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0114,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0118,2,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0118,3,CE_NORM mit Tab. 0118,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0118,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0118,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0127,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0128,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0129,2,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0129,3,CE_NORM mit Tab. 0129,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0129,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0129,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0131,2,CE_NORM mit Tab. 0131,,CE,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CE_0131,3,CE_NORM mit Tab. 0131,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0131,4,,,CE,FALSE,FALSE,4/14/99,,,FALSE,FALSE
CE_0131,5,,,CE,FALSE,FALSE,3/25/00,,,FALSE,FALSE
CE_0132,2,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0132,3,CE_NORM mit Tab. 0132,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0132,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0132,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0136,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0136+0262+0263,4,reference three different tables within CE,,CE,FALSE,FALSE,4/14/99,8.8.3.6,ch8.html#Heading207,FALSE,FALSE
CE_0136+0262+0263,5,reference three different tables within CE,,CE,FALSE,FALSE,3/25/00,8.8.3.6,,FALSE,FALSE
CE_0160,2,CE_NORM mit Tab. 0160,,CE,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CE_0160,3,CE_NORM mit Tab. 0160,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0160,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0160,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0162,2,CE_NORM mit Tab. 0162,,CE,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CE_0162,3,CE_NORM mit Tab. 0162,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0162,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0162,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0163,2,CE_NORM mit Tab. 0163,,CE,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CE_0163,3,CE_NORM mit Tab. 0163,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0163,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0163,5,,,CE,FALSE,FALSE,2/3/01,,,FALSE,FALSE
CE_0164,2,CE_NORM mit Tab. 0164,,CE,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CE_0164,3,CE_NORM mit Tab. 0164,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0164,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0164,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0165,2,CE_NORM mit Tab. 0165,,CE,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CE_0165,3,CE_NORM mit Tab. 0165,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0165,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0165,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0171,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0171,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0172,3,CE_NORM mit Tab. 0172,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0172,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0172,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0175,2,CE_NORM mit Tab. 0175,,CE,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CE_0175,3,CE_NORM mit Tab. 0175,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0175,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0175,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0181,2,CE_NORM mit Tab. 0181,,CE,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CE_0181,3,CE_NORM mit Tab. 0181,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0181,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0181,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0184,2,CE_NORM mit Tab. 0184,,CE,FALSE,FALSE,11/25/95,,,FALSE,FALSE
CE_0184,3,CE_NORM mit Tab. 0184,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0184,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0184,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0185,3,CE_NORM mit Tab. 0185,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0185,4,CE_NORM mit Tab. 0185,,CE,FALSE,FALSE,4/14/99,,,FALSE,FALSE
CE_0185,5,CE_NORM mit Tab. 0185,,CE,FALSE,FALSE,3/25/00,,,FALSE,FALSE
CE_0189,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0189,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0212,3,CE_NORM mit Tab. 0212,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0212,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0212,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0215,3,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0215,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0215,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0218,3,CE_NORM mit Tab. 0218,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0218,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0218,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0222,3,CE_NORM mit Tab. 0222,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0222,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0222,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0227,4,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0227,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0233,3,CE_NORM mit Tab. 0233,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0233,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0233,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0247,3,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0247,4,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0247,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0254,3,CE_NORM mit Tab. 0254,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0254,4,CE_NORM mit Tab. 0255,,CE,FALSE,FALSE,4/14/99,8.7.3.42,,FALSE,FALSE
CE_0254,5,CE_NORM mit Tab. 0255,,CE,FALSE,FALSE,3/25/00,8.7.3.42,,FALSE,FALSE
CE_0255,4,CE_NORM mit Tab. 0255,,CE,FALSE,FALSE,4/14/99,8.7.3.44,,FALSE,FALSE
CE_0255,5,CE_NORM mit Tab. 0255,,CE,FALSE,FALSE,3/25/00,8.7.3.44,,FALSE,FALSE
CE_0258,3,CE_NORM mit Tab. 0258,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0258,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0258,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0259,3,CE_NORM mit Tab. 0259,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0259,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0259,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0262,3,CE_NORM mit Tab. 0262,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0263,3,CE_NORM mit Tab. 0263,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0264,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0265,3,CE_NORM mit Tab. 0265,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0265,4,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0265,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0276,3,CE_NORM mit Tab. 0276,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0276,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0276,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0277,3,CE_NORM mit Tab. 0277,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0277,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0277,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0278,3,CE_NORM mit Tab. 0278,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0278,4,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
CE_0278,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0280,3,CE_NORM mit Tab. 0280,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0280,4,CE_NORM mit Tab. 0280,,CE,FALSE,FALSE,4/14/99,,,FALSE,FALSE
CE_0280,5,CE_NORM mit Tab. 0280,,CE,FALSE,FALSE,3/25/00,,,FALSE,FALSE
CE_0281,3,CE_NORM mit Tab. 0281,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0281,4,CE_NORM mit Tab. 0281,,CE,FALSE,FALSE,4/14/99,,,FALSE,FALSE
CE_0281,5,CE_NORM mit Tab. 0281,,CE,FALSE,FALSE,3/25/00,,,FALSE,FALSE
CE_0282,3,CE_NORM mit Tab. 0282,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0282,4,CE_NORM mit Tab. 0282,,CE,FALSE,FALSE,4/14/99,,,FALSE,FALSE
CE_0282,5,CE_NORM mit Tab. 0282,,CE,FALSE,FALSE,3/25/00,,,FALSE,FALSE
CE_0283,3,CE_NORM mit Tab. 0283,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0283,4,CE_NORM mit Tab. 0283,,CE,FALSE,FALSE,4/14/99,,,FALSE,FALSE
CE_0283,5,CE_NORM mit Tab. 0283,,CE,FALSE,FALSE,3/25/00,,,FALSE,FALSE
CE_0284,3,CE_NORM mit Tab. 0284,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0284,4,CE_NORM mit Tab. 0284,,CE,FALSE,FALSE,4/14/99,,,FALSE,FALSE
CE_0284,5,CE_NORM mit Tab. 0284,,CE,FALSE,FALSE,3/25/00,,,FALSE,FALSE
CE_0285,3,CE_NORM mit Tab. 0285,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0285,4,CE_NORM mit Tab. 0285,,CE,FALSE,FALSE,4/14/99,,,FALSE,FALSE
CE_0285,5,CE_NORM mit Tab. 0285,,CE,FALSE,FALSE,3/25/00,,,FALSE,FALSE
CE_0286,3,CE_NORM mit Tab. 0286,,CE,FALSE,FALSE,9/6/96,,,FALSE,FALSE
CE_0286,4,,,CE,FALSE,FALSE,3/1/01,,,FALSE,FALSE
CE_0286,5,,,CE,FALSE,FALSE,2/27/01,,,FALSE,FALSE
CE_0292,3,,,CE,FALSE,FALSE,10/29/00,,,FALSE,FALSE
